bioproject,biosample,sra,lat_start,lat_end,long_start,long_end,size_low,size_up,nitrate,Chlorophyll,oxy,Salinity,temperature,depth,coor1,coor2,size
PRJEB6609,SAMEA2657073,ERR1719186,-31.0507,-31.0507,4.6603,4.6632,180,2000,2.096308,0.545147,234.236,35.690458,16.948525,5,latitudeN=-31.0507,longitudeE=4.6603,(180-2000)
PRJEB6609,SAMEA2656982,ERR1719293,-8.9124,-8.9085,-142.5595,-142.5707,5,20,6.03141,0.124746,187.791167,35.4224,26.869383,5,latitudeN=-8.9124,longitudeE=-142.5595,(5-20)
PRJEB6609,SAMEA2624011,ERR1719506,44.0342,44.0706,-16.5455,-16.5,0.8,5,4.454781,0.322158,244.58026,35.82768,13.391246,100,latitudeN=44.0342,longitudeE=-16.5455,(0.8-5)
PRJEB6609,SAMEA2623419,ERR1719185,6.4998,6.4791,-94.9527,94.9752,0.8,5,2.892241,0.4664,157.176,33.102675,26.273758,5,latitudeN=6.4998,longitudeE=-94.9527,(0.8-5)
PRJEB6609,SAMEA2623206,ERR1719155,32.9986,33.0234,-121.7698,-121.736,0.8,5,-0.971353,0.371408,226.3952,33.49059,17.428,5,latitudeN=32.9986,longitudeE=-121.7698,(0.8-5)
PRJEB6609,SAMEA2732994,ERR1719497,32.9903,32.9909,-121.8463,-121.8438,5,20,2.595753,0.468202,208.771333,33.46036,15.33298,30,latitudeN=32.9903,longitudeE=-121.8463,(5-20)
PRJEB6609,SAMEA2620071,ERR1719502,18.5918,18.5706,66.622,66.5023,0.8,5,-1.415582,0.099089,193.3535,36.285367,26.81765,5,latitudeN=18.5918,longitudeE=66.622,(0.8-5)
PRJEB6609,SAMEA2622104,ERR1719156,-13.0023,-12.9488,-95.9759,-96.0293,0.8,&gt;,4.590737,0.287892,200.233917,35.835267,25.2512,5,latitudeN=-13.0023,longitudeE=-95.9759,(0.8-&gt;)
PRJEB6609,SAMEA2621029,ERR1719484,-31.0266,-31.0263,4.665,4.6977,0.8,5,99999,0.201517,231.914833,35.68685,16.832058,5,latitudeN=-31.0266,longitudeE=4.665,(0.8-5)
PRJEB6609,SAMEA2619943,ERR1719152,20.8183,20.8151,63.5047,63.5046,0.8,5,99999,0.129697,104.908417,36.530058,25.581433,5,latitudeN=20.8183,longitudeE=63.5047,(0.8-5)
PRJEB6609,SAMEA2656971,ERR1719225,-20.3943,-20.392,-3.2085,-3.2158,20,180,0.168013,0.324315,215.650833,36.376225,19.776808,5,latitudeN=-20.3943,longitudeE=-3.2085,(20-180)
PRJEB6609,SAMEA2622461,ERR1719236,-16.9601,-16.9554,-100.6335,-100.6925,0.8,&gt;,2.568726,0.203347,208.8654,35.97144,22.76873,5,latitudeN=-16.9601,longitudeE=-100.6335,(0.8-&gt;)
PRJEB6609,SAMEA2732790,ERR1719200,31.4901,31.4877,-159.0669,-159.0728,20,180,0.022689,0.026898,197.853333,35.18785,25.10765,5,latitudeN=31.4901,longitudeE=-159.0669,(20-180)
PRJEB6609,SAMEA2622769,ERR1719389,-9.1504,-9.1552,-140.5216,-140.5284,0.8,&gt;,5.111856,0.286662,190.724,35.396729,26.518986,5,latitudeN=-9.1504,longitudeE=-140.5216,(0.8-&gt;)
PRJEB6609,SAMEA2657009,ERR1719291,-31.0536,-31.0509,4.6742,4.6756,5,20,2.096308,0.545147,234.236,35.690458,16.948525,5,latitudeN=-31.0536,longitudeE=4.6742,(5-20)
PRJEB6609,SAMEA2621793,ERR1719477,-34.0614,-33.8785,-73.1066,-73.0369,20,180,-1.485075,0.387495,244.861667,34.295417,18.014508,5,latitudeN=-34.0614,longitudeE=-73.1066,(20-180)
PRJEB6609,SAMEA2657065,ERR1719509,-32.1745,-32.1725,17.6991,17.6983,20,180,0.517466,1.331539,250.060667,34.849892,12.881967,5,latitudeN=-32.1745,longitudeE=17.6991,(20-180)
PRJEB6609,SAMEA2656975,ERR1719410,-8.9056,-8.8987,-140.2792,-140.2856,20,180,5.321003,0.162506,189.8109,35.35772,26.63952,5,latitudeN=-8.9056,longitudeE=-140.2792,(20-180)
PRJEB6609,SAMEA2732139,ERR1719493,22.7091,22.7028,-158.0247,-158.0335,5,20,-1.005365,0.032278,195.1274,35.23154,26.31552,5,latitudeN=22.7091,longitudeE=-158.0247,(5-20)
PRJEB6609,SAMEA2620025,ERR1719421,19.0284,19.0108,64.5126,64.532,0.8,5,1.230122,0.604752,154.699917,99999,25.494408,25,latitudeN=19.0284,longitudeE=64.5126,(0.8-5)
PRJEB6609,SAMEA2622325,ERR1719235,1.9928,2.0596,-84.5766,-84.553,0.8,5,1.210114,0.28167,198.635833,33.3676,27.617558,5,latitudeN=1.9928,longitudeE=-84.5766,(0.8-5)
PRJEB6609,SAMEA2622230,ERR1719146,-5.2669,-5.2476,-85.2732,-85.3343,0.8,5,20.328327,0.728939,103.916711,34.900284,19.566255,40,latitudeN=-5.2669,longitudeE=-85.2732,(0.8-5)
PRJEB6609,SAMEA2656977,ERR1719173,-30.1506,-30.1549,-43.2877,-43.2869,180,2000,-0.385346,0.053173,221.47475,36.32425,19.854083,5,latitudeN=-30.1506,longitudeE=-43.2877,(180-2000)
PRJEB6609,SAMEA2732373,ERR1719277,17.0149,17.0109,-118.9173,-118.9186,5,20,0.038247,0.130872,201.768333,34.5249,24.790392,5,latitudeN=17.0149,longitudeE=-118.9173,(5-20)
PRJEB6609,SAMEA2657038,ERR1719349,-16.9672,-16.9687,53.9337,53.9293,20,180,99999,0.176565,191.68,34.566667,27.8684,5,latitudeN=-16.9672,longitudeE=53.9337,(20-180)
PRJEB6609,SAMEA2623601,ERR1719197,36.3698,36.3551,-72.9669,-72.8046,0.8,&gt;,-0.008183,0.194448,202.47775,36.4108,22.550758,5,latitudeN=36.3698,longitudeE=-72.9669,(0.8-&gt;)
PRJEB6609,SAMEA2623741,ERR1719238,31.6948,31.8366,-64.2489,-64.109,0.8,&gt;,99999,0.166512,212.5623,36.5996,20.3973,5,latitudeN=31.6948,longitudeE=-64.2489,(0.8-&gt;)
PRJEB6609,SAMEA2657106,ERR1719346,14.6067,14.6047,69.9775,69.9777,20,180,-1.343153,0.020173,187.42925,36.024883,29.089367,5,latitudeN=14.6067,longitudeE=69.9775,(20-180)
PRJEB6609,SAMEA2732192,ERR1719212,-34.0374,-34.025,-73.09,-73.0878,180,2000,-1.392169,0.203005,243.029917,34.32915,18.207025,5,latitudeN=-34.0374,longitudeE=-73.09,(180-2000)
PRJEB6609,SAMEA2623379,ERR1719359,6.3378,6.3354,-102.9538,-103.0345,0.8,5,22.087762,0.334076,77.038525,34.611755,19.048358,60,latitudeN=6.3378,longitudeE=-102.9538,(0.8-5)
PRJEB6609,SAMEA2732932,ERR1719494,33.008,33.0093,-121.7579,-121.755,180,2000,0.132837,0.311832,226.108583,33.477367,17.593567,5,latitudeN=33.008,longitudeE=-121.7579,(180-2000)
PRJEB6609,SAMEA2732994,ERR1719476,32.9903,32.9909,-121.8463,-121.8438,5,20,2.595753,0.468202,208.771333,33.46036,15.33298,30,latitudeN=32.9903,longitudeE=-121.8463,(5-20)
PRJEB6609,SAMEA2656986,ERR1719175,-9.1508,-9.1515,-140.4969,-140.5155,180,2000,5.053192,0.263712,190.7865,35.384483,26.520483,5,latitudeN=-9.1508,longitudeE=-140.4969,(180-2000)
PRJEB6609,SAMEA2623723,ERR1719514,33.061,32.9705,-66.5435,-66.531,0.8,5,-0.960636,0.122914,213.260833,36.56745,20.12165,5,latitudeN=33.061,longitudeE=-66.5435,(0.8-5)
PRJEB6609,SAMEA2619621,ERR1719164,41.6686,40.6686,2.7996,2.7996,0.8,&gt;,99999,99999,99999,99999,99999,5,latitudeN=41.6686,longitudeE=2.7996,(0.8-&gt;)
PRJEB6609,SAMEA2731692,ERR1719358,-1.8155,-1.7942,-84.629,-84.632,180,2000,10.800944,0.527178,181.826136,34.976464,23.38225,50,latitudeN=-1.8155,longitudeE=-84.629,(180-2000)
PRJEB6609,SAMEA2620500,ERR1719306,-21.5043,-21.4603,54.3563,54.3052,0.8,5,0.244232,0.040347,194.6898,34.9008,27.25908,5,latitudeN=-21.5043,longitudeE=54.3563,(0.8-5)
PRJEB6609,SAMEA2732906,ERR1719202,22.7511,22.7601,-157.9632,-157.9731,180,2000,-1.005365,0.032278,195.1274,35.23154,26.31552,5,latitudeN=22.7511,longitudeE=-157.9632,(180-2000)
PRJEB6609,SAMEA2731996,ERR1719177,33.0096,33.0075,-66.547,-66.5476,180,2000,-0.960636,0.122914,213.260833,36.56745,20.12165,5,latitudeN=33.0096,longitudeE=-66.547,(180-2000)
PRJEB6609,SAMEA2657041,ERR1719255,19.0235,19.0208,64.5256,64.529,20,180,1.282982,0.599901,153.850286,99999,25.487707,25,latitudeN=19.0235,longitudeE=64.5256,(20-180)
PRJEB6609,SAMEA2622769,ERR1719194,-9.1504,-9.1552,-140.5216,-140.5284,0.8,&gt;,5.111856,0.286662,190.724,35.396729,26.518986,5,latitudeN=-9.1504,longitudeE=-140.5216,(0.8-&gt;)
PRJEB6609,SAMEA2621496,ERR1719162,-60.2287,-60.3606,-60.6476,-60.5096,0.8,&gt;,24.423039,0.109555,338.2982,33.71972,1.84402,5,latitudeN=-60.2287,longitudeE=-60.6476,(0.8-&gt;)
PRJEB6609,SAMEA2622770,ERR1719214,-9.1504,-9.1552,-140.5216,-140.5284,0.8,5,5.111856,0.286662,190.724,35.396729,26.518986,5,latitudeN=-9.1504,longitudeE=-140.5216,(0.8-5)
PRJEB6609,SAMEA2621496,ERR1719157,-60.2287,-60.3606,-60.6476,-60.5096,0.8,&gt;,24.423039,0.109555,338.2982,33.71972,1.84402,5,latitudeN=-60.2287,longitudeE=-60.6476,(0.8-&gt;)
PRJEB6609,SAMEA2623958,ERR1719426,43.7056,43.8047,-16.8794,-16.8887,0.8,5,99999,99999,99999,99999,99999,25,latitudeN=43.7056,longitudeE=-16.8794,(0.8-5)
PRJEB6609,SAMEA2731634,ERR1719189,31.7913,31.8002,-64.1522,-64.1443,20,180,-0.149488,0.105139,213.557667,36.596858,20.490883,5,latitudeN=31.7913,longitudeE=-64.1522,(20-180)
PRJEB6609,SAMEA2731996,ERR1719280,33.0096,33.0075,-66.547,-66.5476,180,2000,-0.960636,0.122914,213.260833,36.56745,20.12165,5,latitudeN=33.0096,longitudeE=-66.547,(180-2000)
PRJEB6609,SAMEA2621052,ERR1719407,-31.027,-31.0136,4.6802,4.6932,0.8,&gt;,99999,0.42458,231.683361,35.687803,16.787411,50,latitudeN=-31.027,longitudeE=4.6802,(0.8-&gt;)
PRJEB6609,SAMEA2622106,ERR1719161,-13.0023,-12.9488,-95.9759,-96.0293,0.8,5,4.590737,0.287892,200.233917,35.835267,25.2512,5,latitudeN=-13.0023,longitudeE=-95.9759,(0.8-5)
PRJEB6609,SAMEA2621080,ERR1719486,-20.4091,-20.3976,-3.1759,-3.2009,0.8,&gt;,0.168013,0.324315,215.650833,36.376225,19.776808,5,latitudeN=-20.4091,longitudeE=-3.1759,(0.8-&gt;)
PRJEB6609,SAMEA2622824,ERR1719459,-8.9111,-8.895,-142.5571,-142.6228,0.8,&gt;,4.985942,0.233673,187.302833,35.427733,26.780158,5,latitudeN=-8.9111,longitudeE=-142.5571,(0.8-&gt;)
PRJEB6609,SAMEA2656959,ERR1719368,-25.8073,-25.8079,-111.7364,-111.7438,180,2000,-1.567491,0.013449,200.538167,36.402683,25.14875,5,latitudeN=-25.8073,longitudeE=-111.7364,(180-2000)
PRJEB6609,SAMEA2623723,ERR1719478,33.061,32.9705,-66.5435,-66.531,0.8,5,-0.960636,0.122914,213.260833,36.56745,20.12165,5,latitudeN=33.061,longitudeE=-66.5435,(0.8-5)
PRJEB6609,SAMEA2623070,ERR1719372,31.5213,31.493,-158.9958,-159.0606,0.8,&gt;,-0.979589,0.057131,197.682417,35.181842,25.173925,5,latitudeN=31.5213,longitudeE=-158.9958,(0.8-&gt;)
PRJEB6609,SAMEA2657109,ERR1719413,-8.8984,-8.8967,-140.3089,-140.3132,5,20,5.321003,0.162506,189.8109,35.35772,26.63952,5,latitudeN=-8.8984,longitudeE=-140.3089,(5-20)
PRJEB6609,SAMEA2622717,ERR1719298,-8.9068,-8.8951,-140.283,-140.3174,0.8,5,3.868407,0.319103,189.758333,35.359483,26.576175,5,latitudeN=-8.9068,longitudeE=-140.283,(0.8-5)
PRJEB6609,SAMEA2621823,ERR1719386,-33.9116,-33.832,-73.0537,-73.0366,0.8,5,0.660123,1.104727,237.215,34.267975,16.40115,35,latitudeN=-33.9116,longitudeE=-73.0537,(0.8-5)
PRJEB6609,SAMEA2622912,ERR1719327,0.0003,0.0095,-153.6759,-153.7143,0.8,&gt;,2.467162,0.288205,179.86,35.100467,26.074467,5,latitudeN=0.0003,longitudeE=-153.6759,(0.8-&gt;)
PRJEB6609,SAMEA2622228,ERR1719332,-5.2669,-5.2476,-85.2732,-85.3343,0.8,&gt;,20.328327,0.728939,103.916711,34.900284,19.566255,40,latitudeN=-5.2669,longitudeE=-85.2732,(0.8-&gt;)
PRJEB6609,SAMEA2657103,ERR1719245,2.0218,2.0361,-84.5652,-84.5565,20,180,1.072909,0.321279,203.11935,33.46018,27.61049,40,latitudeN=2.0218,longitudeE=-84.5652,(20-180)
PRJEB6609,SAMEA2622230,ERR1719321,-5.2669,-5.2476,-85.2732,-85.3343,0.8,5,20.328327,0.728939,103.916711,34.900284,19.566255,40,latitudeN=-5.2669,longitudeE=-85.2732,(0.8-5)
PRJEB6609,SAMEA2621795,ERR1719317,-34.0614,-33.8785,-73.1066,-73.0369,5,20,-1.485075,0.387495,244.861667,34.295417,18.014508,5,latitudeN=-34.0614,longitudeE=-73.1066,(5-20)
PRJEB6609,SAMEA2623899,ERR1719331,43.6792,43.6906,-16.8344,-16.8555,0.8,&gt;,2.999226,0.238225,243.148,35.986042,14.28065,5,latitudeN=43.6792,longitudeE=-16.8344,(0.8-&gt;)
PRJEB6609,SAMEA2657031,ERR1719219,-25.8162,-25.8208,-111.7349,-111.7468,180,2000,0.178539,0.138077,212.877257,35.874018,20.325407,180,latitudeN=-25.8162,longitudeE=-111.7349,(180-2000)
PRJEB6609,SAMEA2731933,ERR1719500,44.0722,44.0782,-16.4987,-16.4931,180,2000,99999,99999,99999,99999,99999,100,latitudeN=44.0722,longitudeE=-16.4987,(180-2000)
PRJEB6609,SAMEA2732790,ERR1719485,31.4901,31.4877,-159.0669,-159.0728,20,180,0.022689,0.026898,197.853333,35.18785,25.10765,5,latitudeN=31.4901,longitudeE=-159.0669,(20-180)
PRJEB6609,SAMEA2657008,ERR1719471,1.9958,2.0039,-84.576,-84.5718,20,180,1.210114,0.28167,198.635833,33.3676,27.617558,5,latitudeN=1.9958,longitudeE=-84.576,(20-180)
PRJEB6609,SAMEA2732321,ERR1719304,6.4946,6.4959,-95.0463,-95.0499,180,2000,3.618212,0.580477,200.196333,33.184517,26.248692,5,latitudeN=6.4946,longitudeE=-95.0463,(180-2000)
PRJEB6609,SAMEA2730839,ERR1719309,29.8253,29.8373,-79.6833,-79.6938,180,2000,0.679095,0.145472,195.140357,36.2134,24.791457,40,latitudeN=29.8253,longitudeE=-79.6833,(180-2000)
PRJEB6609,SAMEA2732245,ERR1719496,-33.9477,-33.9368,-73.0635,-73.0606,180,2000,-1.127378,0.504487,239.346357,34.31376,17.922507,35,latitudeN=-33.9477,longitudeE=-73.0635,(180-2000)
PRJEB6609,SAMEA2623302,ERR1719158,14.2075,14.2016,-116.6468,-116.696,0.8,&gt;,99999,99999,99999,99999,99999,40,latitudeN=14.2075,longitudeE=-116.6468,(0.8-&gt;)
PRJEB6609,SAMEA2623037,ERR1719169,22.7901,22.7704,-157.9439,-157.9932,0.8,5,-0.736436,0.187601,206.826733,35.303945,22.392973,110,latitudeN=22.7901,longitudeE=-157.9439,(0.8-5)
PRJEB6609,SAMEA2619943,ERR1719488,20.8183,20.8151,63.5047,63.5046,0.8,5,99999,0.129697,104.908417,36.530058,25.581433,5,latitudeN=20.8183,longitudeE=63.5047,(0.8-5)
PRJEB6609,SAMEA2619754,ERR1719473,39.5705,39.8625,17.4101,17.388,0.8,5,99999,0.228614,220.987333,38.116167,17.256933,30,latitudeN=39.5705,longitudeE=17.4101,(0.8-5)
PRJEB6609,SAMEA2623417,ERR1719406,6.4998,6.4791,-94.9527,94.9752,0.8,&gt;,2.892241,0.4664,157.176,33.102675,26.273758,5,latitudeN=6.4998,longitudeE=-94.9527,(0.8-&gt;)
PRJEB6609,SAMEA2620985,ERR1719287,-32.2401,32.1,17.7103,17.7,0.8,&gt;,0.405607,1.551493,249.351417,34.845292,12.83445,5,latitudeN=-32.2401,longitudeE=17.7103,(0.8-&gt;)
PRJEB6609,SAMEA2732716,ERR1719190,6.3356,6.3357,-103.0399,-103.0516,5,20,23.016213,0.320075,51.297542,34.640929,18.226263,60,latitudeN=6.3356,longitudeE=-103.0399,(5-20)
PRJEB6609,SAMEA2730939,ERR1719244,25.5773,25.5896,-88.4308,-88.437,180,2000,-1.381353,0.147173,193.245682,36.163441,24.930441,125,latitudeN=25.5773,longitudeE=-88.4308,(180-2000)
PRJEB6609,SAMEA2623839,ERR1719467,35.8427,35.7956,-37.1526,-37.0998,0.8,5,1.210278,0.339591,230.132971,36.240197,17.663574,40,latitudeN=35.8427,longitudeE=-37.1526,(0.8-5)
PRJEB6609,SAMEA2656958,ERR1719221,-20.4107,-20.4102,-3.1775,-3.181,5,20,0.947728,0.186762,215.848333,36.374733,19.858933,5,latitudeN=-20.4107,longitudeE=-3.1775,(5-20)
PRJEB6609,SAMEA2730873,ERR1719273,34.7942,34.804,-71.2229,-71.218,20,180,0.814183,0.13371,213.802,36.542667,19.435458,5,latitudeN=34.7942,longitudeE=-71.2229,(20-180)
PRJEB6609,SAMEA2622824,ERR1719213,-8.9111,-8.895,-142.5571,-142.6228,0.8,&gt;,4.985942,0.233673,187.302833,35.427733,26.780158,5,latitudeN=-8.9111,longitudeE=-142.5571,(0.8-&gt;)
PRJEB6609,SAMEA2621793,ERR1719206,-34.0614,-33.8785,-73.1066,-73.0369,20,180,-1.485075,0.387495,244.861667,34.295417,18.014508,5,latitudeN=-34.0614,longitudeE=-73.1066,(20-180)
PRJEB6609,SAMEA2620023,ERR1719399,19.0284,19.0108,64.5126,64.532,0.8,5,1.230122,0.604752,154.699917,99999,25.494408,25,latitudeN=19.0284,longitudeE=64.5126,(0.8-5)
PRJEB6609,SAMEA2730547,ERR1719351,19.0393,19.0389,64.4913,64.4925,20,180,0.889376,0.161808,199.9355,36.617917,26.2314,5,latitudeN=19.0393,longitudeE=64.4913,(20-180)
PRJEB6609,SAMEA2657019,ERR1719187,-16.9741,-16.9753,-100.6683,-100.6753,180,2000,2.410016,0.373279,211.719429,35.746607,20.445864,90,latitudeN=-16.9741,longitudeE=-100.6683,(180-2000)
PRJEB6609,SAMEA2623037,ERR1719456,22.7901,22.7704,-157.9439,-157.9932,0.8,5,-0.736436,0.187601,206.826733,35.303945,22.392973,110,latitudeN=22.7901,longitudeE=-157.9439,(0.8-5)
PRJEB6609,SAMEA2732696,ERR1719444,-33.6737,-33.673,-71.9641,-71.962,5,20,99999,2.988957,273.51475,34.392308,16.760633,5,latitudeN=-33.6737,longitudeE=-71.9641,(5-20)
PRJEB6609,SAMEA2622934,ERR1719333,0.0222,0.0328,-153.6858,-153.705,0.8,&gt;,4.36571,0.451256,176.984778,35.135422,26.080233,40,latitudeN=0.0222,longitudeE=-153.6858,(0.8-&gt;)
PRJEB6609,SAMEA2732052,ERR1719370,36.1631,36.1592,-29.0143,-29.0114,180,2000,0.334082,0.040347,232.053333,36.23775,17.260108,5,latitudeN=36.1631,longitudeE=-29.0143,(180-2000)
PRJEB6609,SAMEA2622770,ERR1719160,-9.1504,-9.1552,-140.5216,-140.5284,0.8,5,5.111856,0.286662,190.724,35.396729,26.518986,5,latitudeN=-9.1504,longitudeE=-140.5216,(0.8-5)
PRJEB6609,SAMEA2622936,ERR1719380,0.0222,0.0328,-153.6858,-153.705,0.8,5,4.36571,0.451256,176.984778,35.135422,26.080233,40,latitudeN=0.0222,longitudeE=-153.6858,(0.8-5)
PRJEB6609,SAMEA2657007,ERR1719348,-35.1808,-35.1889,26.2879,26.2891,180,2000,99999,0.215292,207.0439,35.44666,21.81684,5,latitudeN=-35.1808,longitudeE=26.2879,(180-2000)
PRJEB6609,SAMEA2623861,ERR1719440,36.1715,36.139,-29.023,-28.9598,0.8,5,0.334082,0.040347,232.053333,36.23775,17.260108,5,latitudeN=36.1715,longitudeE=-29.023,(0.8-5)
PRJEB6609,SAMEA2657092,ERR1719438,-5.2514,-5.2512,-85.1696,-85.1718,20,180,11.688971,0.238224,205.992583,34.748175,24.943108,5,latitudeN=-5.2514,longitudeE=-85.1696,(20-180)
PRJEB6609,SAMEA2656988,ERR1719462,-16.9554,-16.9554,-100.6911,-100.6971,180,2000,2.597182,0.07328,209.228083,35.988467,22.762017,5,latitudeN=-16.9554,longitudeE=-100.6911,(180-2000)
PRJEB6609,SAMEA2622912,ERR1719243,0.0003,0.0095,-153.6759,-153.7143,0.8,&gt;,2.467162,0.288205,179.86,35.100467,26.074467,5,latitudeN=0.0003,longitudeE=-153.6759,(0.8-&gt;)
PRJEB6609,SAMEA2622826,ERR1719207,-8.9111,-8.895,-142.5571,-142.6228,0.8,5,4.985942,0.233673,187.302833,35.427733,26.780158,5,latitudeN=-8.9111,longitudeE=-142.5571,(0.8-5)
PRJEB6609,SAMEA2656992,ERR1719384,-35.2351,-35.2302,26.3022,26.2998,20,180,99999,0.193182,206.596083,99999,21.815767,5,latitudeN=-35.2351,longitudeE=26.3022,(20-180)
PRJEB6609,SAMEA2732986,ERR1719318,32.9916,32.9913,-121.8536,-121.853,180,2000,0.342955,0.556552,210.07175,33.484813,15.594037,30,latitudeN=32.9916,longitudeE=-121.8536,(180-2000)
PRJEB6609,SAMEA2623881,ERR1719337,36.1811,36.2108,-28.9373,-28.7989,0.8,&gt;,1.56535,0.247378,228.54515,36.162887,16.751066,80,latitudeN=36.1811,longitudeE=-28.9373,(0.8-&gt;)
PRJEB6609,SAMEA2657000,ERR1719403,-12.9359,-12.9335,-96.0413,-96.0435,180,2000,4.590737,0.287892,200.233917,35.835267,25.2512,5,latitudeN=-12.9359,longitudeE=-96.0413,(180-2000)
PRJEB6609,SAMEA2730691,ERR1719402,36.345,36.3422,-72.7586,-72.7462,180,2000,-0.008183,0.194448,202.47775,36.4108,22.550758,5,latitudeN=36.345,longitudeE=-72.7586,(180-2000)
PRJEB6609,SAMEA2732990,ERR1719205,32.9909,32.9903,-121.8522,-121.8498,20,180,1.67453,0.542857,208.527333,33.466508,15.190325,30,latitudeN=32.9909,longitudeE=-121.8522,(20-180)
PRJEB6609,SAMEA2622324,ERR1719314,1.9928,2.0596,-84.5766,-84.553,0.8,&gt;,1.210114,0.28167,198.635833,33.3676,27.617558,5,latitudeN=1.9928,longitudeE=-84.5766,(0.8-&gt;)
PRJEB6609,SAMEA2657109,ERR1719343,-8.8984,-8.8967,-140.3089,-140.3132,5,20,5.321003,0.162506,189.8109,35.35772,26.63952,5,latitudeN=-8.8984,longitudeE=-140.3089,(5-20)
PRJEB6609,SAMEA2621048,ERR1719271,-31.027,-31.0136,4.6802,4.6932,0.8,5,99999,0.42458,231.683361,35.687803,16.787411,50,latitudeN=-31.027,longitudeE=4.6802,(0.8-5)
PRJEB6609,SAMEA2623958,ERR1719247,43.7056,43.8047,-16.8794,-16.8887,0.8,5,99999,99999,99999,99999,99999,25,latitudeN=43.7056,longitudeE=-16.8794,(0.8-5)
PRJEB6609,SAMEA2656991,ERR1719396,-5.252,-5.2527,-85.2052,-85.213,5,20,11.688971,0.238224,205.992583,34.748175,24.943108,5,latitudeN=-5.252,longitudeE=-85.2052,(5-20)
PRJEB6609,SAMEA2622345,ERR1719335,2.0299,2.0663,-84.5546,-84.5304,0.8,5,3.886605,0.737378,203.127654,34.344808,26.532035,30,latitudeN=2.0299,longitudeE=-84.5546,(0.8-5)
PRJEB6609,SAMEA2656980,ERR1719412,-16.9763,-16.9785,-100.6794,-100.6915,20,180,2.410016,0.373279,211.719429,35.746607,20.445864,90,latitudeN=-16.9763,longitudeE=-100.6794,(20-180)
PRJEB6609,SAMEA2657080,ERR1719511,20.8116,20.825,63.5128,63.5129,20,180,0.387014,0.489547,208.654571,36.545436,25.268343,20,latitudeN=20.8116,longitudeE=63.5128,(20-180)
PRJEB6609,SAMEA2621080,ERR1719451,-20.4091,-20.3976,-3.1759,-3.2009,0.8,&gt;,0.168013,0.324315,215.650833,36.376225,19.776808,5,latitudeN=-20.4091,longitudeE=-3.1759,(0.8-&gt;)
PRJEB6609,SAMEA2657071,ERR1719249,-8.892,-8.8899,-142.6358,-142.6488,180,2000,6.03141,0.124746,187.791167,35.4224,26.869383,5,latitudeN=-8.892,longitudeE=-142.6358,(180-2000)
PRJEB6609,SAMEA2620025,ERR1719274,19.0284,19.0108,64.5126,64.532,0.8,5,1.230122,0.604752,154.699917,99999,25.494408,25,latitudeN=19.0284,longitudeE=64.5126,(0.8-5)
PRJEB6609,SAMEA2732536,ERR1719246,-62.2024,-62.2093,-49.2382,-49.2285,20,180,30.42205,0.421649,329.042778,34.400828,-0.783906,90,latitudeN=-62.2024,longitudeE=-49.2382,(20-180)
PRJEB6609,SAMEA2657037,ERR1719216,39.4046,39.4023,19.3886,19.3945,20,180,99999,0.175103,236.70925,38.413912,15.771337,50,latitudeN=39.4046,longitudeE=19.3886,(20-180)
PRJEB6609,SAMEA2656956,ERR1719180,-34.9363,-34.9353,17.9366,17.9401,180,2000,2.450991,0.250054,238.916333,35.323317,15.033492,5,latitudeN=-34.9363,longitudeE=17.9366,(180-2000)
PRJEB6609,SAMEA2732139,ERR1719499,22.7091,22.7028,-158.0247,-158.0335,5,20,-1.005365,0.032278,195.1274,35.23154,26.31552,5,latitudeN=22.7091,longitudeE=-158.0247,(5-20)
PRJEB6609,SAMEA2732099,ERR1719289,31.7432,31.7515,-64.1967,-64.189,180,2000,99999,0.166512,212.5623,36.5996,20.3973,5,latitudeN=31.7432,longitudeE=-64.1967,(180-2000)
PRJEB6609,SAMEA2730547,ERR1719322,19.0393,19.0389,64.4913,64.4925,20,180,0.889376,0.161808,199.9355,36.617917,26.2314,5,latitudeN=19.0393,longitudeE=64.4913,(20-180)
PRJEB6609,SAMEA2620985,ERR1719253,-32.2401,32.1,17.7103,17.7,0.8,&gt;,0.405607,1.551493,249.351417,34.845292,12.83445,5,latitudeN=-32.2401,longitudeE=17.7103,(0.8-&gt;)
PRJEB6609,SAMEA2619419,ERR1719507,36.5533,35.5571,-6.5669,-6.5586,0.8,5,99999,0.090621,99999,36.63313,20.408907,40,latitudeN=36.5533,longitudeE=-6.5669,(0.8-5)
PRJEB6609,SAMEA2622182,ERR1719443,-5.2529,-5.254,-85.1545,-85.2248,0.8,&gt;,11.688971,0.238224,205.992583,34.748175,24.943108,5,latitudeN=-5.2529,longitudeE=-85.1545,(0.8-&gt;)
PRJEB6609,SAMEA2619421,ERR1719432,36.5533,35.5571,-6.5669,-6.5586,5,20,99999,0.090621,99999,36.63313,20.408907,40,latitudeN=36.5533,longitudeE=-6.5669,(5-20)
PRJEB6609,SAMEA2656969,ERR1719154,-32.2188,-32.2164,17.7054,17.705,180,2000,0.405607,1.551493,249.351417,34.845292,12.83445,5,latitudeN=-32.2188,longitudeE=17.7054,(180-2000)
PRJEB6609,SAMEA2732797,ERR1719228,31.5237,31.5191,-159.0351,-159.0426,180,2000,0.004868,0.229824,215.266917,34.36455,14.733525,115,latitudeN=31.5237,longitudeE=-159.0351,(180-2000)
