station,lat,long,Gym,euk,all,cpm1,cpm2,depth,log
ERR562564,-20.4091,-3.1759,7177,598951,746322,11982.61627,9616.492613,5,13.54865532
ERR1879910,36.1811,-28.9373,4112,344466,428795,11937.31747,9589.664059,80,13.54319105
ERR1879762,17.4814,67.9947,36702,3102643,3870481,11829.26943,9482.542351,50,13.53007336
ERR1879734,31.5168,-159.046,2117,183932,223356,11509.68836,9478.142517,115,13.49056115
ERR1756025,-12.807,45.2247,472,44481,50114,10611.27223,9418.525761,5,13.37331002
ERR1879863,32.9986,-121.7698,3356,321851,359650,10427.18525,9331.294314,5,13.34806214
ERR1756184,17.0149,-118.9173,860,81095,92256,10604.84617,9321.886923,5,13.37243607
ERR1879934,17.4814,67.9947,2381,206126,255789,11551.18714,9308.453452,50,13.49575351
ERR1879902,-28.1874,-107.6385,2459,230068,266484,10688.14437,9227.570886,175,13.38372378
ERR1756199,-40.6241,-51.9229,1293,124167,141430,10413.39486,9142.331896,85,13.34615286
ERR1756153,7.4161,-79.3071,2975,251247,325466,11840.9374,9140.739739,5,13.53149568
ERR1879824,-54.3739,-65.1342,811,74638,89276,10865.77883,9084.18836,5,13.40750397
ERR1879927,-29.668,-101.2285,486,43562,53697,11156.51256,9050.78496,155,13.4455985
ERR562719,-47.2002,-58.2034,8243,595813,917211,13834.87772,8987.026976,5,13.75602227
ERR1756233,6.671,-153.0658,1055,109360,120384,9647.037308,8763.623073,5,13.23587023
ERR562460,-13.0023,-95.9759,3524,296916,402992,11868.67666,8744.590463,5,13.53487147
ERR1879945,-54.3739,-65.1342,1114,107158,128266,10395.86405,8685.076326,5,13.34372205
ERR1755903,35.4,-127.7426,390,39268,45170,9931.751044,8634.049148,5,13.27783238
ERR1879721,6.4998,-94.9527,3264,324909,379795,10045.88977,8594.10998,5,13.29431773
ERR1879827,6.3378,-102.9538,1374,139074,162612,9879.632426,8449.560918,60,13.27024165
ERR1879877,25.5264,-88.394,10864,1041532,1292464,10430.78849,8405.649983,5,13.3485606
ERR1756028,-32.7954,-87.0839,556,58928,66702,9435.243008,8335.582141,5,13.20384396
ERR1879691,6.671,-153.0658,457,51340,54971,8901.441371,8313.474377,5,13.11982325
ERR1756058,35.4,-127.7426,720,77346,87322,9308.820107,8245.344816,5,13.1843826
ERR1879891,-63.4015,-56.7938,3054,318973,378459,9574.478091,8069.56632,5,13.22497813
ERR1756024,-6.6382,-152.5141,952,105310,118463,9039.97721,8036.264488,100,13.14210342
ERR1755914,-23.2811,-129.3947,658,74138,82168,8875.340581,8007.983643,5,13.11558677
ERR1879813,-33.6895,-71.998,10508,1043490,1324324,10070.05338,7934.614188,5,13.29778371
ERR1879914,36.1715,-29.023,2739,291117,347092,9408.5883,7891.279545,5,13.19976256
ERR1879670,33.061,-66.5435,1719,156642,218874,10974.06826,7853.833713,5,13.42181083
ERR562576,2.0299,-84.5546,9203,892930,1188463,10306.51899,7743.615073,30,13.33126953
ERR1879772,35.4002,-127.7499,386,36622,49849,10540.1125,7743.385023,45,13.36360265
ERR562380,-12.9723,-96.0122,1886,142315,244533,13252.29245,7712.660459,50,13.69395433
ERR562567,-34.8901,18.0459,6344,731525,826057,8672.29418,7679.857443,30,13.08219798
ERR1879729,-23.1571,-135.018,3015,305997,392747,9853.037775,7676.697721,5,13.26635287
ERR1879888,7.4122,-79.3017,3833,396815,499561,9659.413077,7672.736663,5,13.23771982
ERR562461,-16.9601,-100.6335,3664,356777,481012,10269.7203,7617.273582,5,13.32610927
ERR1879757,44.0342,-16.5455,546,53659,72038,10175.36667,7579.33313,100,13.31279316
ERR562444,-8.9068,-140.283,2926,335565,387887,8719.62213,7543.434041,5,13.0900499
ERR562468,-20.9724,-35.2724,5733,494286,760299,11598.54821,7540.454479,5,13.50165661
ERR1755974,-6.6382,-152.5141,1290,150998,171117,8543.159512,7538.70159,100,13.060554
ERR562653,-9.0714,-140.5973,1404,152964,186333,9178.630266,7534.8972,120,13.16406316
ERR1879674,0.0003,-153.6759,3248,341371,433481,9514.575052,7492.831289,5,13.21592351
ERR562429,-8.7789,-17.9099,1593,139492,213858,11420.00975,7448.86794,5,13.47927626
ERR1879780,-29.668,-101.2285,1484,161980,200733,9161.624892,7392.905003,155,13.16138778
ERR1879867,-6.628,-152.4607,486,56831,65973,8551.670743,7366.649993,100,13.06199059
ERR562421,-16.9587,-100.6751,4564,477482,621814,9558.475503,7339.815443,90,13.22256482
ERR1879810,0.0307,-84.612,4217,434658,575523,9701.880559,7327.248433,40,13.2440487
ERR1756096,0.0247,-84.6024,6000,639131,821785,9387.7468,7301.179749,5,13.19656322
ERR1755994,34.2116,13.7684,849,102186,116289,8308.378839,7300.776514,5,13.02035129
ERR1879905,9.8481,-80.0454,2134,255867,292985,8340.270531,7283.649334,5,13.02587847
ERR1879709,17.4814,67.9947,519,52787,71618,9831.966204,7246.781535,50,13.26326424
ERR1756204,-29.668,-101.2285,119,14572,16473,8166.346418,7223.942208,155,12.99547505
ERR1879758,34.1132,-49.9181,2093,208164,290162,10054.57236,7213.21193,5,13.2955641
ERR562372,-29.5333,37.9117,1241,124842,172265,9940.564874,7204.017067,65,13.27911212
ERR1756231,-32.7954,-87.0839,5163,623775,720587,8277.022965,7164.991875,5,13.01489624
ERR562507,5.9998,73.9067,4764,585570,670442,8135.662688,7105.760081,80,12.99004415
ERR562403,-8.8984,-140.3089,6415,725588,902964,8841.105421,7104.380684,5,13.11001105
ERR1755929,-6.605,-152.5075,415,52405,58943,7919.09169,7040.700338,5,12.95111925
ERR1879899,36.3698,-72.9669,6228,699698,886650,8900.982996,7024.192184,5,13.11974896
ERR1879688,6.671,-153.0658,1774,232029,254444,7645.596025,6972.06458,5,12.90041326
ERR562556,-5.2669,-85.2732,2138,206674,306950,10344.79422,6965.303795,40,13.33661733
ERR1879776,-23.1108,-134.9327,2716,327584,391329,8291.003224,6940.45164,5,13.01733097
ERR1756209,-23.2811,-129.3947,851,110120,122672,7727.933164,6937.198383,5,12.9158669
ERR562697,-29.5333,37.9117,15697,1648648,2285481,9521.134894,6868.138479,65,13.21691783
ERR1879784,-17.0248,42.7401,738,94954,107466,7772.184426,6867.288259,5,12.92410442
ERR1756342,6.4808,-94.9704,2783,369031,409223,7541.371863,6800.693021,5,12.88061127
ERR1755955,-64.3373,-52.9847,265,36303,39149,7299.672203,6769.010703,5,12.83361596
ERR562432,-47.2007,-57.9446,6049,613390,895995,9861.588875,6751.153745,40,13.26760439
ERR1756168,14.1957,-116.7293,348,42195,51951,8247.42268,6698.619853,40,13.00972763
ERR1879852,14.2035,-116.6261,4302,560051,673251,7681.443297,6389.890249,5,12.90716169
ERR1879793,-1.9002,-84.6265,3562,480099,564339,7419.303102,6311.809037,50,12.85706796
ERR562675,39.814,17.4138,4672,592128,740719,7890.185906,6307.385122,5,12.94584358
ERR1879660,29.6394,-79.5395,1143,156871,182015,7286.241562,6279.702222,5,12.83095911
ERR562687,18.4417,39.8567,3665,439407,592801,8340.78656,6182.513187,60,13.02596773
ERR1755924,6.671,-153.0658,410,56939,66434,7200.688456,6171.53867,5,12.81391913
ERR1879943,43.6858,-16.8474,278,33207,45054,8371.728852,6170.37333,5,13.03130987
ERR1879821,22.7901,-157.9439,2331,284143,377910,8203.615785,6168.13527,110,13.00204421
ERR562718,-30.2163,-43.275,2173,250703,357008,8667.626634,6086.698337,5,13.08142129
ERR1756156,-21.1526,-104.8117,918,135479,150901,6775.957898,6083.458691,5,12.7262092
ERR1879872,6.6112,-153.0543,1938,265344,318577,7303.726483,6083.301682,85,12.83441702
ERR1879787,0.0222,-153.6858,3148,427067,522985,7371.208733,6019.293096,40,12.8476855
ERR562677,-9.0063,-139.1394,5053,597419,855886,8458.05038,5903.82364,115,13.04610944
ERR1756282,-17.3066,42.2853,864,125619,147755,6877.940439,5847.51785,70,12.74776091
ERR1756277,-2.0133,-84.589,4872,783325,839091,6219.640634,5806.283228,5,12.60261551
ERR1756347,-13.0781,46.9706,363,53952,62740,6728.202847,5785.782595,5,12.71600549
ERR1756158,-6.605,-152.5075,1464,221424,254592,6611.749404,5750.377074,5,12.69081633
ERR1756289,35.3888,-127.7422,585,86467,103945,6765.586871,5627.976334,5,12.72399937
ERR562620,-5.252,-85.2052,1373,169486,246000,8100.964091,5581.300813,5,12.9838779
ERR1879814,29.6394,-79.5395,675,105092,121673,6422.943706,5547.656423,5,12.64901894
ERR562420,-62.2024,-49.2382,5010,623797,905295,8031.458952,5534.107667,90,12.97144637
ERR1759704,-63.8768,-56.0916,226,37735,41003,5989.134756,5511.79182,5,12.54813188
ERR1756070,-2.0461,72.1573,1553,252682,282198,6146.065015,5503.22823,5,12.58544731
ERR1879842,43.6858,-16.8474,1894,237938,351101,7960.056822,5394.459144,5,12.95856301
ERR1756359,35.3888,-127.7422,718,114290,133547,6282.264415,5376.384344,5,12.61706895
ERR562684,-8.7277,-17.9235,5146,843577,965927,6100.213733,5327.524751,5,12.57464408
ERR1879897,-6.628,-152.4607,1602,251366,301725,6373.176961,5309.470544,100,12.637797
ERR562580,-21.092,-35.417,3420,438707,646224,7795.635812,5292.282552,150,12.92845098
ERR1879829,17.0854,-118.8913,937,161852,177373,5789.239552,5282.65294,5,12.49915814
ERR1755963,6.3356,-103.0399,1366,232469,265052,5876.052291,5153.705688,60,12.52063152
ERR1756014,-13.0781,46.9706,85,13030,16494,6523.407521,5153.389111,5,12.67141004
ERR1756360,-17.3066,42.2853,230,39169,44953,5871.990605,5116.454964,70,12.51963394
ERR1756109,-64.3373,-52.9847,322,59544,63715,5407.765686,5053.755003,5,12.40081693
ERR562671,-8.7296,-17.9604,1104,112459,219203,9816.911052,5036.427421,100,13.26105343
ERR1879723,9.8481,-80.0454,245,44660,48866,5485.893417,5013.710965,5,12.42151088
ERR1756078,6.3356,-103.0399,239,40241,47763,5939.216222,5003.873291,60,12.53605684
ERR1755951,32.9903,-121.8463,946,155704,191384,6075.630684,4942.941939,30,12.56881846
ERR1756306,14.1853,-116.6842,299,53838,60619,5553.698131,4932.446923,5,12.43923305
ERR1759709,-63.8768,-56.0916,311,58889,63122,5281.122111,4926.966826,5,12.36662878
ERR562570,35.7528,14.2765,1721,300071,354578,5735.30931,4853.657023,60,12.48565558
ERR562544,-16.9587,-100.6751,1719,259206,355850,6631.790931,4830.687087,90,12.69518281
ERR1879889,29.851,-79.7064,131,22400,27280,5848.214286,4802.052786,40,12.51378046
ERR562627,-29.5333,37.9117,328,55066,68456,5956.488577,4791.398855,65,12.54024638
ERR562574,-5.2529,-85.1545,910,149141,190951,6101.608545,4765.620499,5,12.57497391
ERR1879700,37.5057,17.2174,392,75829,82314,5169.526171,4762.251865,5,12.33581634
ERR562370,2.0218,-84.5652,2820,461072,594356,6116.181421,4744.631164,40,12.57841549
ERR1879792,34.6712,-71.3093,720,120436,152828,5978.27892,4711.17858,5,12.54551449
ERR1879782,29.7186,-79.6636,635,118606,135739,5353.860682,4678.095463,5,12.38636388
ERR562363,0.0033,71.6428,9808,1963058,2132018,4996.286406,4600.336395,5,12.28664046
ERR1879673,29.851,-79.7064,240,41352,52269,5803.830528,4591.631751,40,12.50278968
ERR1755928,-39.6466,-76.9634,298,59031,65140,5048.195016,4574.762051,5,12.30155193
ERR1879768,29.7186,-79.6636,982,192650,218611,5097.326758,4491.997201,5,12.31552512
ERR1759714,-2.0465,72.1568,738,129585,165479,5695.1036,4459.780395,55,12.47550637
ERR562501,-62.14,-49.3273,5443,1121941,1233265,4851.413755,4413.487774,5,12.24418951
ERR1755920,31.471,-159.101,579,104577,131798,5536.590264,4393.08639,115,12.43478204
ERR562524,-8.9543,-139.26,3948,728069,914435,5422.562971,4317.420046,115,12.40475919
ERR1755876,6.4808,-94.9704,183,37610,42455,4865.7272,4310.446355,5,12.24843972
ERR1756241,0.0307,-84.612,3564,663603,838924,5370.680964,4248.299012,40,12.39088931
ERR1879833,-23.1107,-134.9329,1300,279750,307589,4647.006256,4226.41902,5,12.18208587
ERR562381,-47.2007,-57.9446,4398,908935,1061172,4838.629825,4144.474223,40,12.24038286
ERR1879710,-34.0614,-73.1066,390,80395,96081,4851.047951,4059.075155,5,12.24408072
ERR1879836,17.4847,67.9997,443,83693,109371,5293.154744,4050.433844,75,12.36991212
ERR1879916,-57.7338,-67.1084,98,20382,24259,4808.164066,4039.737829,5,12.23127041
ERR562654,-8.996,-139.2815,4247,929817,1062248,4567.565446,3998.124732,5,12.15720969
ERR1759708,-21.4689,54.3066,690,138297,175468,4989.26224,3932.34094,80,12.28461079
ERR1879926,9.8481,-80.0454,163,37057,41534,4398.629139,3924.495594,5,12.10283825
ERR1879893,37.5057,17.2174,155,34927,39657,4437.827469,3908.515521,5,12.11563787
ERR1756252,-29.668,-101.2285,784,169486,200900,4625.750799,3902.439024,155,12.17547183
ERR1879725,31.6948,-64.2489,967,184287,247839,5247.250213,3901.726524,5,12.35734587
ERR1755942,34.0533,-49.8355,310,61692,79644,5024.962718,3892.320828,5,12.29489718
ERR1756269,-40.6154,-51.9351,636,139913,163983,4545.68196,3878.450815,85,12.15028103
ERR562374,14.5644,70.0096,3332,638808,862527,5215.964734,3863.067475,70,12.3487184
ERR562392,22.1233,38.1983,9383,2113071,2442518,4440.456568,3841.527473,40,12.11649231
ERR1879869,17.4847,67.9997,1129,211747,296208,5331.83469,3811.51083,75,12.38041634
ERR562443,23.36,37.2183,1157,277746,305080,4165.676553,3792.447883,5,12.02433511
ERR1756166,-0.6625,73.1611,1340,300267,357250,4462.694868,3750.874738,5,12.12369945
ERR1879765,-28.1874,-107.6385,697,182256,186006,3824.291107,3747.190951,175,11.90097663
ERR1756144,35.4135,-127.7053,311,73308,83174,4242.374639,3739.149253,45,12.05065631
ERR562394,36.5533,-6.5669,2400,596429,657740,4023.949204,3648.858211,5,11.97439638
ERR1756308,31.8103,-64.1348,390,81650,107292,4776.484997,3634.940163,5,12.22173362
ERR562485,18.5745,66.4895,373,93285,102986,3998.499223,3621.851514,25,11.96524289
ERR1879717,-28.1874,-107.6385,127,34449,35217,3686.60919,3606.212909,175,11.84807877
ERR1755899,31.471,-159.101,303,54251,84909,5585.150504,3568.526305,115,12.44738044
ERR1756128,34.0533,-49.8355,400,81677,113337,4897.33952,3529.297582,5,12.2577825
ERR1879924,-28.1698,-107.3833,870,243363,248855,3574.906621,3496.011734,5,11.80368984
ERR1879711,-28.1698,-107.3833,181,52038,53329,3478.227449,3394.025765,5,11.76413656
ERR1755885,-63.3815,-56.8047,1475,386640,435225,3814.91827,3389.05164,5,11.89743643
ERR1879868,-17.2855,42.2866,400,112317,119908,3561.348683,3335.89085,66,11.79820798
ERR562425,37.0112,1.946,2369,580850,714946,4078.505638,3313.536966,42,11.99382493
ERR562720,22.1233,38.1983,1323,329304,400840,4017.564317,3300.568806,70,11.9721054
ERR1879728,31.6948,-64.2489,366,80843,112554,4527.293643,3251.772483,5,12.14443317
ERR1756123,7.4169,-79.317,642,163425,198693,3928.407526,3231.115339,5,11.93972888
ERR1756319,-23.0731,-135.018,108,31166,33816,3465.314766,3193.754436,5,11.75877069
ERR1879862,-8.9109,-140.2845,1169,329690,366499,3545.755103,3189.640354,150,11.79187718
ERR562473,-60.3046,-60.5715,2187,456391,695276,4791.94375,3145.513436,5,12.22639526
ERR562679,39.3991,19.3997,960,233585,306126,4109.852944,3135.963623,50,12.00487106
ERR1879681,-8.9109,-140.2845,2361,559649,762072,4218.715659,3098.13246,150,12.04258814
ERR1879781,-6.6499,-152.4243,248,69620,80473,3562.194772,3081.778982,5,11.79855069
ERR1879800,17.4847,67.9997,13638,3155102,4449035,4322.522695,3065.383842,75,12.07765782
ERR562502,39.8661,17.3868,1342,338419,445864,3965.498391,3009.886423,60,11.95328648
ERR1755915,36.1399,-28.9689,1125,268663,374611,4187.402061,3003.115232,5,12.03183973
ERR1755996,29.8103,-79.668,199,60585,66968,3284.641413,2971.56851,40,11.68152016
ERR1879820,-8.9109,-140.2845,901,264524,305202,3406.118159,2952.143171,150,11.73391277
ERR1879911,36.3489,-72.7896,2620,807649,888284,3243.983463,2949.50714,5,11.66355075
ERR1879722,38.0093,3.9712,113,32701,38514,3455.551818,2933.998027,45,11.7547004
ERR1755975,-39.6466,-76.9634,3447,982703,1183993,3507.672206,2911.33478,5,11.77629822
ERR562481,5.9994,73.8978,417,84067,143851,4960.329261,2898.83282,80,12.27622017
ERR1755882,-34.1684,-73.0906,237,73124,81923,3241.069963,2892.960463,5,11.66225445
ERR562558,37.0299,1.9575,2765,865836,968215,3193.44541,2855.770671,5,11.64089807
ERR562410,39.3888,19.3905,1564,488576,553861,3201.139638,2823.813195,5,11.6443699
ERR562717,-35.2421,26.3048,2741,734702,971403,3730.76431,2821.691924,30,11.86525551
ERR1756097,-34.1684,-73.0906,216,69135,77569,3124.321979,2784.617566,5,11.60932742
ERR562397,-30.1872,-43.2834,995,285200,361012,3488.779804,2756.14107,5,11.76850683
ERR1879770,-64.3183,-53.1081,86,26763,31944,3213.391623,2692.21137,35,11.6498811
ERR562636,-29.5333,37.9117,128,31181,48599,4105.063981,2633.799049,65,12.00318899
ERR1756087,-17.0244,42.7415,324,115192,123463,2812.695326,2624.267999,5,11.45773757
ERR562691,23.41,37.2383,2391,760120,917894,3145.555965,2604.875944,80,11.61909932
ERR562546,-47.2007,-57.9446,979,227811,386431,4297.421986,2533.44064,40,12.06925573
ERR1756316,-22.3369,40.0193,57,20897,23091,2727.664258,2468.494219,5,11.41345036
ERR1756279,31.8103,-64.1348,187,48898,76129,3824.287292,2456.356973,5,11.90097519
ERR1756099,14.1853,-116.6842,260,94891,106423,2739.985879,2443.080913,5,11.41995274
ERR1756265,35.8777,-37.1969,1187,279215,487702,4251.204269,2433.863302,40,12.05365587
ERR1756143,-22.3369,40.0193,150,57510,61680,2608.242045,2431.906615,5,11.34886204
ERR562494,-62.21,-49.2245,2149,805240,888938,2668.769559,2417.491434,90,11.38195902
ERR1879834,-6.6499,-152.4243,856,297089,354586,2881.291465,2414.082902,5,11.49249989
ERR562465,18.5745,66.4895,554,198714,231870,2787.926367,2389.269849,25,11.44497674
ERR562560,-8.6831,-18.0095,1039,339930,437809,3056.511635,2373.180999,100,11.57767034
ERR562689,-8.9109,-140.2845,618,215528,262068,2867.376861,2358.166583,150,11.48551582
ERR1879664,-8.9109,-140.2845,559,153723,239701,3636.410947,2332.07204,150,11.82829953
ERR1756081,39.194,-70.0499,1752,423129,762658,4140.581241,2297.228902,5,12.01561759
ERR562694,23.4183,37.245,858,327905,384376,2616.611519,2232.189315,80,11.35348403
ERR1879803,17.4847,67.9997,207,57174,94500,3620.526813,2190.47619,75,11.82198392
ERR1755892,-23.0731,-135.018,1133,468761,517518,2417.009947,2189.295831,5,11.2390077
ERR562656,33.9179,32.898,4609,1978152,2105743,2329.9524,2188.776123,5,11.18608477
ERR1756295,-33.6771,-71.9719,50,21242,23154,2353.827323,2159.45409,5,11.20079277
ERR562450,18.5745,66.4895,152,57430,71328,2646.700331,2131.000449,25,11.36997914
ERR1756320,-33.6771,-71.9719,144,63251,67965,2276.643848,2118.737586,5,11.1526929
ERR562526,18.5667,66.522,7406,3109951,3538825,2381.388003,2092.785035,5,11.21758698
ERR562668,18.5667,66.522,225,99618,108606,2258.627959,2071.708745,5,11.14123093
ERR1756256,-23.0246,-134.9235,252,114184,125214,2206.964198,2012.554507,5,11.10784751
ERR562704,19.0284,64.5126,3821,1628448,1900899,2346.405903,2010.101536,25,11.19623689
ERR562483,-5.2669,-85.2732,383,156186,190850,2452.204423,2006.811632,40,11.25986354
ERR1879667,-22.3368,40.3412,197,76239,98282,2583.979328,2004.436214,5,11.33537881
ERR562591,19.0393,64.4913,1754,651211,879144,2693.443446,1995.122528,5,11.39523606
ERR562655,18.5745,66.4895,7343,3181776,3693369,2307.830595,1988.157696,25,11.17232161
ERR562486,20.8116,63.5128,642,228587,327840,2808.558667,1958.272328,20,11.45561422
ERR1879861,-44.6241,-52.1505,147,68265,75486,2153.372885,1947.380971,5,11.07238245
ERR1756194,-29.6954,-101.1897,315,152570,165947,2064.626073,1898.196412,5,11.0116648
ERR562442,20.8116,63.5128,1100,451925,586359,2434.032196,1875.983826,20,11.24913254
ERR562377,18.5667,66.522,475,222054,253976,2139.119313,1870.255457,5,11.06280124
ERR1879822,38.0093,3.9712,211,95753,115470,2203.586311,1827.314454,45,11.10563769
ERR562600,-25.8051,-111.7202,1426,387188,782887,3682.965381,1821.463378,5,11.84665212
ERR1756235,38.002,3.9679,62,29520,34442,2100.271003,1800.127751,41,11.03635978
ERR1756264,-21.4689,54.3066,108,47754,60111,2261.590652,1796.676149,80,11.14312211
ERR1755966,38.002,3.9679,205,98695,115035,2077.106236,1782.066328,41,11.02035929
ERR1879845,-57.7338,-67.1084,128,62969,74020,2032.746272,1729.262362,5,10.98921443
ERR562639,39.4046,19.3886,988,472315,579555,2091.824312,1704.756235,50,11.03054597
ERR562492,42.456,17.9393,826,347511,487507,2376.903177,1694.334645,5,11.21486742
ERR1879756,-22.3368,40.3412,131,60413,77337,2168.407462,1693.885204,5,11.08242016
ERR562445,-31.027,4.6802,2233,856904,1320440,2605.892842,1691.102966,50,11.34756204
ERR1879948,43.6792,-16.8344,372,177943,234790,2090.557089,1584.394565,5,11.02967173
ERR1756074,-16.8083,59.5043,194,107615,124266,1802.722669,1561.167174,5,10.81596175
ERR1756248,-23.1571,-135.0182,109,60926,70443,1789.055576,1547.35034,5,10.80498249
ERR562513,-8.9124,-142.5595,692,311811,449478,2219.293097,1539.563672,5,11.1158845
ERR1879942,-64.3595,-53.0063,81,44255,52632,1830.301661,1538.987688,5,10.83786573
ERR1756179,6.48,-95.0153,56,33939,36778,1650.019152,1522.64941,5,10.68826705
ERR1879775,-64.3595,-53.0063,151,87426,99286,1727.174982,1520.858933,5,10.75419854
ERR562680,-30.1484,-43.2705,620,367738,413517,1685.982955,1499.333764,120,10.71937424
ERR562467,37.4956,15.4945,576,221243,391139,2603.4722,1472.622265,5,11.34622129
ERR1756178,-40.6297,-52.0503,226,132388,153599,1707.103363,1471.363746,5,10.7373347
ERR1756331,-17.5263,42.2073,184,118449,127380,1553.411173,1444.496781,5,10.60122403
ERR1756013,33.02,-121.7406,168,103875,116345,1617.32852,1443.981263,5,10.65939704
ERR1756126,6.3199,-102.96,88,56949,61832,1545.242234,1423.211282,5,10.5936173
ERR562598,2.0218,-84.5652,1880,1145807,1329024,1640.76498,1414.571896,40,10.68015289
ERR562626,14.6067,69.9775,603,339613,450199,1775.550406,1339.407684,5,10.7940506
ERR562609,18.5667,66.522,89,55609,66767,1600.460357,1332.993844,5,10.64427123
ERR562652,23.36,37.2183,1255,815717,949759,1538.523777,1321.387847,5,10.58733102
ERR562572,-8.8999,-142.5461,377,216081,285839,1744.716102,1318.92429,140,10.76877659
ERR1756358,-23.1571,-135.0182,141,97605,114266,1444.598125,1233.962859,5,10.49645249
ERR1879744,-64.3183,-53.1081,160,105329,130503,1519.049834,1226.025455,35,10.56895348
ERR1756068,31.4901,-159.0669,128,99641,108711,1284.611756,1177.433746,5,10.32711669
ERR1879743,-64.3183,-53.1081,73,58424,62252,1249.486512,1172.653087,35,10.28711961
ERR1755956,35.3915,-127.7775,70,51872,60314,1349.475632,1160.592897,45,10.39818321
ERR1756339,38.0017,3.9718,75,59661,65028,1257.10263,1153.349326,5,10.29588672
ERR562495,1.9928,-84.5766,486,331085,425748,1467.900992,1141.520336,5,10.51953895
ERR1755979,29.8103,-79.668,775,610358,688662,1269.746608,1125.370646,40,10.3103249
ERR1879859,-12.9794,-96.0232,391,262691,348569,1488.440792,1121.729127,177,10.53958612
ERR1756247,22.7267,-157.9955,558,424308,510335,1315.08244,1093.399434,5,10.36093753
ERR1755985,31.4794,-159.0901,136,114158,128959,1191.331313,1054.598748,115,10.21835897
ERR562423,6.0019,73.8949,292,240107,278564,1216.124478,1048.233081,5,10.24807519
ERR1756283,-11.9715,-151.1882,199,175541,190415,1133.638295,1045.085734,5,10.14674468
ERR1756033,-39.5788,-76.9941,85,74094,86875,1147.191406,978.4172662,5,10.16389041
ERR1879853,36.5103,-3.9747,276,267751,288592,1030.808475,956.3674669,35,10.00956059
ERR1756022,14.1927,-116.6474,92,92857,99914,990.770755,920.791881,5,9.952407474
ERR1756098,6.6261,-153.07,57,59316,62915,960.9548857,905.9842645,80,9.908324892
ERR1759715,-33.9116,-73.0537,555,457157,617280,1214.024941,899.1057543,35,10.24558235
ERR562462,18.4183,39.865,901,781544,1016270,1152.846161,886.5754179,60,10.17098429
ERR562477,18.5839,66.4727,678,435057,773548,1558.416483,876.4808389,25,10.60586513
ERR1756349,6.48,-95.0153,360,385248,416142,934.4629953,865.0893205,5,9.867993724
ERR1756343,-6.6264,-152.4481,73,82673,88371,882.9968672,826.0628487,5,9.786264509
ERR1755927,-6.6344,-152.548,403,441387,489207,913.0309683,823.7821617,100,9.834519984
ERR562676,-12.9119,-96.1101,233,229738,283710,1014.198783,821.2611469,50,9.986124733
